label,comments
0,Nu ishatu hayqqaageetu  shempuwa maaro xosayi
0,Yeekkiyageetussi ubawu Xoossay minttettuwa immo
0,Xoossay ubbaassikka etawu eta oosuwaadan zaaro
0,Hachchi xumikkonne wontto poo'ana dees nu biitteessi 
0,Nu aayetu  afuttay  Xoossakko gakkanawu dees
1,siyitte Worddanchchtoo Xoossay inttena  bari  hanqquwan shoccanawu dees 
1,Miishshaa gishshawu giidi asa shemppo woreetii mizoppo inttena
0,Wodee aadhdhi wodhdhiyo gishshawu hachchi yekkiyagee wontto miiccees
0,Manqqoy duretees dureekka manqqees
0,Ha sa'aa bollan laamettennabi baawa 
1,Haakkite intte xalahiyaara diyageeti 
0,Wonttoy Xoossaa kushiyaana 
0,Akeekay xaykko ha alamiya kanttanaagee deexo
0,Cariya yedhdhin shodhdhiyaassi zokkoy duuxxees
0,Daana dulliyawu wurana asaraa qaarettoppa 
0,Asasaynne asaray kalloyees gees nu asay
1,Diccenna na'i kiyo kumees
1,Ma ma gay biitti mizees
0,Nuuni cimettanawu qeeri na'a gidokko 
1,Hinni naati aybaa koyidi haniyonaa bawu?
0,Laafa laggiyaara pinuwan pinuwan caaqqa gees nu asay
0,Bittan gelanashin asappenne xosssaappe attoppa ashuwa maayadasa
1,Neeni kiitanchcha gidakka
1, Mule ubbay shiiqidinne tawu kushe kumekketa
0,Aggerkketii tayshatoo Xoossaa xeellite asa naaqqoppite
1,Deriya afuttay nena yeddenna coo hanaasa
1,Nu biittiya intte gaasuwan hiyyeesaasu
0,Inttiyo bukkaagee nuussikka diifana dees
1,Ne nu bolli kalliyo layttay laamettana dees
0,Ne laggiyaassi qimiya oyqqoppa
0,Lo''o yeletay atotettan aadhdhiyaagaa
0,Neeni uluwa maada aqiyo layttaa Xoossay laammana
0,Xoossaara kiyiday Xoonuwaara simmees
0,Nuna sugiday I bawu kunddana aykkobaawa
0,Minni oottikko xoonuwa nu deriyaagaa
0,Tayshawu ne wodiya qoraphphada go'etta
0,Wolaytti woytoy bessiyo wolqqaama sheeshsha
1,Hageeta waatanee  eta Xoossay nu bollappe shoddo
0,Akeeka
1,Kayosotuuranne  nunara ayba dabbotinne baawa 
1,Coo oge bolla gukkida nu naatau suuttay Xoossa sinttan eta oyshissana dees 
1,Guyye yaanawu eqqidi haneeta hagaadan hanidi awunne gakkekketa
1,Inttiyo kiyin gelin xumo Wolaytta sunttaa coo mooriyageetoo 
0,Dom''ettay merettikko tobbidi birshshiyogee koshshiyabaa
0,Zooxanawu zirxxatettaanne tumatettaa koshshees
0,"Paafunttanne qofaa gattanawu koyyikko silkke paydota go""ettite"
0,Hagappe gujjuwan cara gattiya miidiya maaraa mankkaa naagidi go'ettanea bessees
0,Tohossa dalgga manttiya huuphe ayssiyaa gadaaway Sooddo ambban beettidi dichchaa oodsuwa yuushuwan bantta qofaa immidosona
0,Issippe kushetti oottikko deriya deexxiyabi baawa
0,Ha dooroy dimokiraase aysuwa qoncciyan bessiyagaa geetettiis 
0,Bariya xekkay gakkidonne dano oosuwan hashetibeenna ubba yaratikka dooruwan hashetana danddayooson
1,Heeraanne deretettaa  woppatettaa digopitte cinashati
q,ha kanna Gadawantti Dooroy kuuyettana gakkanawu asay  issippe hashetana mala  bantta kiitaa aattidosona
0,Kumetta wolaytta moottan zaaretuwan polettiya dooruwassi dere kal''atuwa zoreta keettaanne baaso dichchaa tossa konttiya kaalettiya bantta cenggurssaa immidosona
0,Gadaayyiya ha zaareto polettiya dooruwan hashetidoogan ufayttidoogaa qonccissidosona
0,Ambban de'iya ubba  dooruwa xaabetun    asay ba cenggurssaa immiiddi de'ees
1,ne cinashayi oottenna azallay yoho darees
0,Odoy nu ooso miiriya Tasppaaye Tamasggeena
0,Kawo Koysha allaanaa zoreta keettay 6tto ooso layttaa 2tto gophphe konssoonuwa zino poliis
0,Zoreta keettay polido gophphe konssoonuwan aadhdhida usuppun aginatu oosuwa poluwa pissiya shiishshida allaanaa huuphe ayssiyageeti shiishshidosona
0,Allaanan oosettiiddi de'iya dumma dumma dichchaa oosotun deretettay bessiiddi desi
1,"ha musay goshshaa oosuwan, boniya waaruwa gisttiya oosuwan minada ottiyoga eriki"
0,Hegaadaanikka giyaa al''otettaa  giigissiyonne  deree kattan bana danddayana mala maaddiya unkkotiya kattatu  maduwa  gujjidi qonccisodosona
0,"Uuttaa aahuwan tokkiyonne ba kattaa ba daarinchchappe ekkiyo woykko ""leemaat tirufaatiya"" macaran lo""o oosoti oosettidoogaa denttidosona"
0,Deretettaa hasheyiyogan allaanan geeshsha uyyiyo haattaa gattanaassikka cora oosoti oosettidoogaa bantta pissiyan shiishshidosona
0,Allaanan doomettidi kuuyettibeenna dumma dumma piroijjekiteta ellellidi kuuyyanaassi dumma dumma deretettaa kifileta haphphida konttee baasettidi oottiiddi de'iyogaa malaatidosona
0,Luxettaa macaraanikka gare naatunne gastta asaa luxettaassi dumma wudaa immidi oottiiddi de'iyogaa allaanaa huuphe ayssiyageeti qonccissidosona
0,Deretettay shiishshiyo ubba oyshata kawotettaa abbe xalaalan pagalanawu deexo gidiyo gishshawu deretettay bessiiddi de'iyo hashetuwa minttana malakka oychchidosona
0,Kawo Koysha allaanaa zoreta keettaa huuphe dere doonay  bantta baggaara duma duma qofata wottidosona
0,"Deretettay denttiyo dichchaanne lo""o aysuwa oyshati wodiyara zaaruwa demmana mala xekkan xekkan de'iya dere zoreta keettata minttananne kaafana bessiyogaa yootidosona"
0,Oodiitiyan beettida kawonne dere aqotaa miishshaa  kaallidi zaarissiyonne deree denttiyo dumma dumma oyshati suure zaaruwa demmana mala tishshatettan oottana koshshiyogaa malaatidosona
0,Konssoonuwan oosuwa polissiya ubba xaafo keettatunne allaanaa zoreta keettaa hegaadaanikka heezzu tossa konttetu aadhdhida 6 aginatu oosuwa poluwa pissee shiiqiis
0,Pissee shiiqidi yaratun ciimman yigettidaagaa gidiyo wode deretettay denttiyo dumma dumma oyshata zaaranawu deretettaa hasheyidi tishshatettan oottana bessees geetettiis
1,yopa hagape ya xaya
1,haka neni ne ossuwa niyo eka kaniya
1,bi goyayi wanadi sariki ne maccana giddikki hagaadan waana hassayyay tuniya
1,goyayi ne dona tamayi mo neyo
1,kalicciya godayi shodo nena nu bollape
1,ne dona godayi baro tuniyaa
1,neni kaniya ayiba asee haka neni 
1,kawushiya
1,ha tuniya woyigayi kawushiya
1,kaniyaa
1,achara kalitiya 
1,haka neni goyiyara
1,dere hana goyayi maca gidiki neni tuniya
1,samiya neni ettape kehaka
1,nena naga ne macca gidiki xossi ne dona oyiqqo
1,cadeta yesusa suntana haka ha tuniya
1,ha tuniyaa awuppe yade
1,bi wolaytti gitta sheshsha niyyo bayda nu haayitta bashshoppa
1,kokiya goyayichadiiyye 
1,kaniyaa bi hagaa xayisiki
1,seretta tuniya nenika wozanayi bayinaga besadasa
1,xoso hage ayibe ne doniyo kunida daka kaniyaa
1,kenikyaa pokoyi bayinara
1,goddayi ne doona gordo ha tuniyaa
1,kaniya neni mezetoga hasayasa
1,naato wolayttatto goyichchideti inttenna yelidda asayi siyesi geekketii tunati
1,laa ayiba laafa macce neni 
1,neeni ayiba laafa asse haga ayiba gada ottayi
1,kaniyaa huphphe oottennnabeeye hanna la dere 
0,Neeppe Xoossi ashsho ubbasankka neeni daasa hekko
0,Ne haasayay ayba wozana miyaabee Godikka ashsho 
1,Laa wozanay diikko ini gallassi nuuni gayttido sohiyo haaya ane
1,Suqunay subbunay gays waanuutee haaya oyqqa tana
1,Neeni oonakko nena erikkiiyye yaakko darissoppa
1,Cambbay ne coo biddaasa nena siyiyaabinne baawa
1,Suriya pude shiishshada suure gixxa ane sheneyiyaagee
0,Kuttiya booddaydda baawa meqettaa kessawusu giida 
1,Qiteenay nenkka miishsha demmaas gaada asa bolli haasayay
0,Laa ha warettiyaageeta aggite giidi shoobbiya asi baawee?
0,Xoossawu yayya agga ta michchee asa cayoppa
0,Asa biittaa asaa bonchchitenne siiqite 
0,Ne sheeshshawukka iitoppa olla bookkoppa
0,Intte issippetettaa minttidi naagite
0,Morkkee mooganawu miikkiya naagiyoogaa akeeka 
1,Neeni olla giddo moogiiganawu bessiya asa laafay
1,Na'iya iitukkushin iyyoo inxxarssa diyaaro waatanee simi
1,Ha osha malatiyaaro ta sinttappe xayssite taani I malaara haasaykke!
0,Tawu nenaara haasayiyo wodee baawa taakko yooppa
1,Gonkkay ekettenna haasayaa coo toofayoppa
1,kanenay nenkka qaada demmaas gaada haasay
1,Ha barina bayzzada aqiya tuniyakka asa bollan doonaa dooyay haakka iitay
0,Ne kanddoy tawu injjetido gishshawu sinttanawu issippe oottana
0,Wozanappe galatoos nu ishata Xoossay anjjo!
0,Iofantte immido   qofay gammanne ekettiyaga
0,Beni nuuni woraappe mittaa issippe mehiya heemmiiddi qoridoogaa hassayay?
0,Laa dicco hagee ayba Xoossi anjjido suure na'ee?
1,Ta michchee keehippe neeni puula shin elettiyogee iitees
1,Gossillay ha worddo oduwa baada harasan puukka xaya hagaappe
0,Ta siiqo michchee taani nena keehippe dosays
1,Ha biittaa miida gabaree O bolli haasayii?
0,Intte haasayiyobay tawu mulekka gelibeenna
0,Tana ne machchiyo gaadiiyye aybissi hagaadan ta bolli haasayay?
1,Ha suudaneta malatiya  sahaliyo gooddekketii
0,Intte maayido Wolaytta wogaa maayoy iita lo''ees diccite
0,Laa ayba lo''eetii Xoossay tayshata asa ayfeppe ashsho
1,Neeni shaafa giddoppe yiidoogaa dogaychchada ayyay xiiriqiya
0,Laa ta naatoo ane cayettiyogaa aggidi issoy issuwaara siiqettite hadara
0,Daraasa taayeenawu tuma minna asaa worddo zoriya siyoppa
0,Wolayttatto doonaa suure haasaya neeni Wolaytta gidiyogaa dogoppa
0,Tayshaa wontta bakkaaliya awaadan waciwaciyagoo sinttawu kiya
0,Taayee na'ee tuma nena wozanappe dosays
1,Ha sulawu kesso kanaa malatiya gissillay aybaa haasayiiddi dii?
0,Yiira naatu kanddoy ayba lo''ii iitatetti baynnaageeta
0,Ne haasayaa cashshan doomoppa ane suure haasaya
0,Xoossi suure ogiya hemetisso eta
0,Wonggelaa aawatoo Xoossay inttiyo adussa bariya immo 
0,Xoossi dosiyonne asi anjjiyobaa hanite ta naati diccite
0,Hashshu gattees intte luxetta anjjuwaa gallassawu
0,Intee halchchidobay polettiyo layttaa gido!
0,Maaddida Xoossaa sunttay merinawu anjjetto ubbabay aani haniis!
0,Tana bonchchida Xoossaa sunttay anjjetto!
0,Woraabi Wolaytta aawotoo nu hayttaa kessideta baree aduqqo inttiyo
0,"Gaashe keehi darope ufayseeta daro layta gam""idi diite"
0,Asa ammano toochchoppite
0, Intte gelan kessan Xoossay intteppe shaahettoppo
0,Hagaa mala lo''iyaaba oottida ubbaa iitay bochchoppo
0,Intte sinttaara Xoossay kantto ta laggetoo saro zaaro
0,Xoossay nena anjjidikka anjjo tayshawu neeni gita asa tuma
0,Agga ha bitaniyawu ne  doonaa shiishsha  ekka ixxikko neeni kawuyyana
0,Asa shemppo woriyogeenne buquraa xuuggiyogee iita ooso
1,Ha degelawu baada galbbaa qaaca neero odo da
1,Ne shemppoy niyo kafo kiyo buuqay biron harphphen yeggin sa'i kiyanee?
1,Nu asaa shemppoy hadasan hayqqi wurin hayqqa kawotetta seeraabaa haasayeetii?
1,Laafi wonakka laataa naagees giida 
1,Laafa kanaykka soo boccees giida
0,Nu hayttaa mooriyageetoo inttena Xoossay oychchana 
0,Hashshu laggee be'obaa be'adasa tayshawu
1,Karddiya haraphphen yedggida ubbay kafo kiyite intte
0,Ha daafurssiya oosuwan hashetida ubbaa wozanappe galatoos
1,Ha kayso kaadiretu gishshawukka taani harphphiyo doorikke ay kessuuteetii?
1,Galbbay hegan asawu ashkkaraydda daagikkii
1,Ha goppillawu asa geedo siittaydda ne layttaa wurssadasa
1,Suuppati wonttin qammin haraphpheebaa tawu biddoppite haasso inttena
1,Nu aawatu ayyaanay nena oychcho nuna malatennabaa hanaasa
0,Azallennan minnada nabbabikko lo'o gatiya xaafissana danddayaas
0,Ne naatu gallassa gallassa nabbabuwa loyttada kaalla 
0,Wodee diishin woxxa aaway diishin xee'a gees Wogga Wolayttay
1,Ha yeehuwan duriya asa ubbay cinashsheeyye?
0,Laa hagee salobaa yetteeyye sa'abee bawu shaakkanawu barchcheyees
0,Waanay laa heeraa aybee xayssiday saro gidikkii?
0,Nu dalgga manttee Wolaytta
1,Ha haraphpheenay aybissi biddii assi marccuwa qanxxidonaa gaada
1,Wuuwuy ha kaadiretu kacettaa siyanaappe awu xayooshsha
1,Hayqqida asappe kehennaagee nenkka haasayay 
1,Asa aadhdha aadhdhada coo kawushshiyagoo Xoossay nenakka kawushshanawu dees
1,Zaarettada aylletetta qanbbaran waaxettana giikko ne shene
0,Inttiyo wozana immo eridinne hanekketa
1,Xoossaa suntan haakka ne worddoy
0,Bosan yosan Wolaytta sunttaa coo mooroppite
1,Ne laamee haasayo niyo hagee yaa'an haasayiyoba gidenna
0,Coo cayanawu eqqada hanaasa ne naagetta nena
1,Zino ne ta bolli haasayidooro dogoppa ta nenaara gayttana
0,Yetta danttuwa xaafiyo wode darobata naagettana bessees
1,Ne yuussi aybanne koshshenna bitay haakka ne
1,Uloy kumikko intte wonikka coo dureeta 
1,Bidinttee nay biittaa zaaro niyo
1,Haakkite intte ha ze'oti inttebay haraphphe kiyo
1,Biitta ma ne wozanay woozzichchidoogee
0,Laa intteppe waanooshsha hay tankka haraphphiyo dooroo?
0,Laa deree abaa pirddekketii hagaa na'iyo I qohido qohuwa 
1,Wolaytta wogaa bashshiyageeta bashsho eta
0,Shocenna uri gita gatimaa tookkees giida
0,Shenee hayqqanaappe shempoy gees Wogga Wolayttay
1,Uluwawu kallana gishshawu ne oonatettaa bayzzoppa ane ishawu
0,Xoossoo omarssi kehaa imma nuussi
0,Sigettiyaageeti anjjettidaageeta gees Xoossaa qaalay 
0,Harggikko maaro giite metootikko maaddi kanttite intte ishata
0,Eeno dosidi dooranawu maayettida nuna ubbaakka saro gatto he gallassawu
0,Orttodokise ammanuwa kaalliya  ubbatakka masqqalaa baaliyawu   hashshu gattees
0,Ta michcheessi taani bullukkuwa shammana
1,Ha zuyrato intte doonan cashshappe harabi baawee?
0,Hegee siyiyaba gidikko gujjadakka yoota Xoossi maaddo O
0,Woossappe attin hidootaa qanxxoppa
1,Laa tayshawu asa kiya gin ixxada ushsha mixada deriyan coo gooyay?
0,Neeni tokkido puutiya haattaa ushshiyogaa dogoppa
0,Puutiya tokkiyogee irxxa carkkuwa demissees
0,Qofay iitennashin ay maaddii oosuwan peeshshakkakka
0,Ha''i  neeni darobaa  mooraydda daasa tayshawu 
0,Abaa tawu odoppane siyishin siyishin tana salettiis
0,Naatussikka shemppo wodee koshshees era hegaa dogoppa
0,Ubbatoo neeni ne keettayiyo aybissi wadhdhay? 
0,Intte heeraa asay issippe hashetidi oottiyoona? Hegee keehippe koshshiyaba
0,Awudenne asa ne aayeessa gaada cayoppa aaya bonchcho gidekkee?
0,Xoossi niyo ne oosiyo zaaro ta michchee 
0,Maccaasay maqqin maatay mokkenna gees nu asay 
1,Nenaara aybikka lo''enna ha wurqquuqawu
0,Bochchennan bochchoppa maaddennan kanttoppa
0,Sarikkiiyye ta ishawu erada hanakka Xoossay niyo atto go
1,Ne woni koyro ay eray yiidaagaa coo haasayiyorippe attin
0,Ekelenttason kaassay kalddi gees
0,Metootiyaageeta maaddidi kanttiya yelagata asay anjjees
0,Lo''obaa oottiyageeta Xoossaykka doses
0,Nu heeraa naati cima asaa bonchchoosona
0,asa cayiyogee daroppe pokko yoho
0,Siyanawu iitiya haasayaa haasayoppite ane gidana
0,Xoossoo hagee ne wolqqa hashshukkonne
0,Xoossoo ne sunttay merinawu anjjetto nuna maaddadasa
0,Laa nena aybee hagaadan pooxiyay ane ne iita ogiyappe simma
0,Eraa daroy xaphuwa qanxxees giida
0,Tumawunne cuwawu kiyiyosi xayi erenna wonikka
0,Tuujjumaya tumaa balettees giida
0,Gaanay diishin gayttay miiccees giyoogaa kiyoppa ane
0,Laa hachchi ayba polabaa siyiyaana qassi
0,Cashshi carkkoora bees coo daafuroppa
1,Laa agga Xoossaa xeella nena hiraysissoppa
0,Gonddooro daday iita guummees kariya gorddite
0,Nena nunaara gattiyabikka baawa shemppada uttaaga ane tayshawu
0,Naatoo asa utti denddidi coo cayoppites
0,Asa boroppa maahee malatosaara yees giida
0,Agga tayshawu ne doonaappe lo''ennabay kiyoppo
0,Intte ishantta gidiiddi issoy issuwaara aybissi siiquwa xayeetii?
1,Ha menttershshaara yeechchay awuppe yiidee qassi
0,Tana ne ishaa xeella hayyana aggaaga ta michchee
0,Issibay aggikko attees gidennee hagaappe daruwa aybissi daafuray
0,Neeni  kawushsha koyayye bonchcho koyay taassi yoota
0,Dicca taayeenawu keehippe galatays
1,Yonkkokkay haakka nenkka nena siiqaasa
1,Hawuttatay oosoppe odo daraasa digga hegaa siyay baawa
0,Miishshay de'ikko taassi akkawunttiyan yedda yaatikko naa''ay gelettana danddayoos
0,Tuma gaasa michchoti kehippe qarettosona guuttabankka coo cimettoosona 
0,Ishati daro baggi bantta wozanan gelabaa qoppidi michchota qohoosona
0,Asa ubbi bawu deesinne barina dosees
0,Laa hagee ayba layttee siyiyoobi be'iyoobi injjetenna
0,Maana goromootiya loomee gawusu giida
0,Waanay nena Wolayttattoy haasayanawu metiiyye aybissi bilandday?
0,Taassa ta mariya tana mo denddaychcha eroo?
0,Tumaa gaadasa ta gomppawu ne ishata loyttada zora dicca
0,Xoossi immin asi diggenna
0,Ha qitawu agga Xoossaa yayya bochchennan bochchoppa tana
1,Xinqqiya bii nena aybi gattin bidday?
1,Laa hagee  ayba wodee beero ubbay miishsha meennan haggaazo immenna 
0,Ne akkawunttiya taassi yedda taani neessi marccuwa bankkiyaara wontto yeddana
0,Intte issi aayee naata shin dawuttee naatuppe palattideta xoossi ashsho
0,Nena gattennaban geloppa ta michchee sirphphi gaada uttaaga
1,Nenkka nena asa gaada bidday hayqqaychchidaagee
1,Biittiyo ekka nenika gubbuwa maana gaada oychchay baa maakka
1,Neeni bessenna ogiyan miido asa miishsha ubbaa cooyanawu daasa
1,Ubba neeppe harati keha allaalliya polidi marccuwa oychchiyageeti
0,Mal''iin miite saro baala gido
1,Diccite ta naati sinttawu kiyite
0,Taani kare xeellishin xeellishin taassi ayfee zo''iis
0,Ne wozanaa giddon diyaaro haasayadasa aybanne gujjabaakka
0,Miishshaa hagaadan dosoppa asaappe darenna
1,Mizoppo nena oottada miikkii bonqqada muutee
1,Looxee asa kiise wochchaydda hayqqanawu attidaagee
0,Wolaytta asawu bari oonatettaa bonchchissiyogaa maadoy gelibeenna
1,Xeeta yootinkka neeni nena laamee baawa musay
0,Hagaappe kase Oroomia Miidia Networkkiyan aadhdhiya Wolaytta makkisoy waanidi attidee?
0,Gutaraa giya makkisoy doometti simmidi aybissi attidee?
0,Coraa gattiya miidiyan aadhdhiya giigoti tumabaanne wodiya naagidaageeta gidana bessees
0,Cora gattiya miidiyan bessennanne koshshennabata xaafiyogee gamma gidenna
0,Ane ha miidee intte gaasuwan gorddetto  gallassan taani inttebaa be'ana 
0,"Marccuwan madenan ixxikkonne  biidi viduwa be”ite , sabiskriyabe  ootitte"
0,Aayyiya nena yelu wogga Wolayttawu
0,Wolaytta dichchay tohuwa kuwaasiyan xoonidi daagettiis
0,Oduwaappe oosuwawu minna tayshawu
0,Ta na'aa gaammuwawu anjjettashsho
0,Suure baa haniyageetoo zawa gakkite ta naati
0,Woraabi woraabi wogaanne zinnaqaa guyye haydaa loyttada qonccissadasa
0,Anggati anggati mino Wolayttaanawu
0,Woraabishsho Wolaytta wogaa  bessa
1,Laa ha wurqquuqee doonaa gorddekketii coo biddawusu 
0,Ceeqqa gereerada dantta  gayrada gutaran lallabada  mino nu deriyawu
0,Mino wodala ganjjeti asaa daroppe pashkkissoosona
0,Xoossi nena iitaappe naago taawawu
0,Dummatasa ta ishawu ne kehatetta oosuwan minna
0,Morkkiya morggiyawu immenna mino  sheeshshay  nu wogga Wolaytta
0,Woldetsaadiqa Tamasgeeni mino wodala ganjje
0,Baalo duussawu la'a qofaa baalotaa yamiyaappe
0,Dara daannata asi hoola gin aqa tayshawu
0,Woraabi  tayshawu worqqaadan phooliyaa keettaa keexxadasa hekko
0,Laa ha na'iya ayba lo''ay achchaara aginadan booxxaasu
0,Adussa bariya immo tayenttassi Xoossay
0,Kumetta payyatettaa injje wodiya amottaas inttiyo
0,Shaakkoppo qoroppo yiya layttawukka saro gatto nuna
0,Injje wodiya amottays inttessi ubbawukka
0,Intteso asay ayba injjettidonaa naata seeridi dichchoosona
0,Ubbi uufiyo asa gidiyogee ay maaddii niyo?
0,Ane asa ubbay dosiyo asa gidanawu ne iita kandduwa laamma
0,Taayee naa gudiya gammuwawu nena yellida aayyiyakka ayba anjjettidaariishsha!
0,Godaa aaro kehatettay inttenaara gido
1,Wolaytta wogaanne doonaa ciimmatettan eriya cora asati de'oosona
0,Hashshu aayeetu gallassawu sarruwan gattees
0,Xoossi naago iitay bochchoppo nu aawata
0,Adussa bariyaa kumetta payyatettaara nu boncho deriyaassi amottida
0,Hashshu gifaataa Wolaytta laytta laamiya baalawu saro gattees!!
0,Layttay inttena qoodoppe intte layttaa qoodite
0,Kallada maanawu minnada ootta
0,Yeelli xayin qumi xayenna gees nu asay
0,Hashshu yelagatu gallassa bonchchiyo baaliyawu saro gattees
0,Nu ishaa mala mino asa taani be'adanne erikke
0,Niyo hanna du giyo iitabaa oottoppa asa bollan tayshawu
0,Cincca naati miiddi yeekkees giida
0,Bonchchiyageetussi bonchchoy bessees
0,Addussa bariyaa kumetta payyatettaara nu bonchcho aayettussi immo xoossay
0,Saapho  Wolaytta deriyawu  bariya adusso Xoossi  inttiyo 
0,Intte omarssay hiyeesoppo  hiyyeesata oychchideta
0,Bonchcho imattata mokkidi moyssiyo saapho wogay dees Wolayttan 
0,Nunaara diyaagee ubbaa xooniyaagaa
0,Wolaytta yelagatoo  aakkite ayfite sinttawu kiyite
0,Miiday biidaa gakkees
0,Xoossi bonchcho inttena cima asaa bonchchiyageetoo
0,Ogaato Amaado Wolayttatoo woraabi intte hanggawu
0,Inttena loyttidi naagite morkketi kaalliiddi de'oosona
1,Nuuni intte nu bollan maqqido palabaa siyida
0,Wozanappe galatoos intte muruta hashetuwa gishshawu
1,Tayshawu hara asi baawee ha bitaniya aybissi xeesideti? 
1,Taani eta hanotaa mulekka dosikke
0,Coraamo naatu coraappe Hanjjala naa bizzay keha giida
0,Qodin wuriyonaayyee?  Ayba corattidonaa?
0,Kiyiiddi woossite geliiddi galatite
0,Ee tuma Wolayttay hara sheehshatuura siiqettidinne bonchchettidi de'ees
0,Wolaytta haydaabaa yettan nashshida ubbatakka galatoos
0,Tumabaa oottikko ne wonttoy xumenna tayshawu
0,Wolaytta Wogaa Geressan Yeletaappe Yeletawu Attanawu Ubbaykka Nuuppe Naagettiyabata Ottanawu Bessees 
0,Tayloo  ne malay sha'u laytta de'o
0,Wolayttanaa woraattiyawu woray shuggo 
0,Tooraa gonddallee olaa zaaranawu  maaddees
0,Nu deriya dichchawu ubbaykka hashetidi oottana bessees.
0,Keehippe nashettiya ooso oottadasa dicca taayeenay
1,Laafa laafa geennay bawu laafa tuma
0,Ayenttoo woossiyo keettaa biiddi asa aybissi cayeetii?
0,Hegee hashshu attees shammiyakkokka maaddenna eesuwan moorettees
0,Hayya tayshay minna!   Ne wodiya halchchada go'etta 
0,Issitoo issitoo gereessa eriya asaa shoobbana bessees
0,Kehippe lo’’ees intte gereessay galatoos!
0,Inttena hara wode hara makkisotunkka naagoos
0,Nuuppe Tuma Cima asay keha ha wodiya yelagati gereessabaa ay eriyonaa?
0,Cimatu zoriya siyiyogee sinttappekka nuna maaddees
0,Laa danggarssaadan  danddoy  akirssaadan  zoozee de'iyogeetoo
0,Godattee mala cima asay  Wolaytta  wogaa yelaagassi  erissana  koshshosonaa 
1,Xoossay nena oychcho ha iitawu 
0,Laa etawu durssa diyaagee lo''ees gooppite
0,"Xoossi anjjo aayentta, adussa layttaa jujjo."
0,Laa tana mammi haasayay keehippe ufayssiis
1,Laa xoosso wordduwaappe aadhdhida worddo hagee
1, Hagee ayba asee bonchchoy baynnaagee gita asa waatidi ciyii?
0,Yohuwa nuna xillo yoochcho 
0,Ooratta keettan marccoy mehee kumo 
1,Woqqaa immo kaaray damaamo 
0,Wolqqaa immo gaashee dooriya laalo
0,Wolqqaa immo badalay gootaraa mintte
0,Aykko baa coo ga ubbabawukka wodee dees
0,Xoossappe gidennabay ne de'uwan hanenna yayyoppa
0,Xoossi immo niyo nu hayttaa mooriyabaa hanoppa
0,Hachchi metuwa xeelloppa minnada oottikko laamee maataara yaana niyo
0,Tayshawu asa zore ixxaas gooppa I koshshiyo wodee dees
0,Olay issi deriya bashshin odoy oyddu deriya bashshees giida
0,Laa ne gaasuwan miiccin ta maraccee wooqqiis
0,Laa ne hanotay tana ayba miichchidee haakka ne 
0,Neeni taassi hachchi haroodeppe injjetadasa galatays 
0,Ha nu doonaa erennaagee woygidi haasayii bawu
0,Ne gaa Xoossi gooppo tawu 
1,Ubba asaa issippe waatada cayay ne saroppo niyo
0, Asa ubbawukka dumma dumma kanddoy de'ees
1,Ha kayso malatiyagoo xaya hagaappe guuttay 
1,Buuqay nenkka nena yiira na'a gaada elettay
0,Ha yohuwa wotta yeggada yoota ane tayshawu Xoossi immo niyo
0,Hagee tumu Xoossi anjjido asa zaree kiyo awu
0,Taani hara gallassi baana intte bite
1,Buqqayi nenika geleshuwa malatasa
1,geleshuwa marayi
1,xumanin shayo tukiya malatiya gisilayi
1,neni oppe darayi kanenayi
1,godariya malatiyage haka neni
1,kinsayi
1,Tunati hakitte 
1,xiniqidi musidi asi shenetin hayiqanawu deta
1,tollocciya niyo ubba harabi bawe
1,damiya hana ayiba ase xosa suntan
1,ne doonayi baretto xosayi ne dona baro
1,ne doona maatan xosayi gorido goridetta
1,tuniya haka neni xosayo ne doona gorido
1,ha guttiya ayiba asse
1,kanay
0,Xossay Anjjo inttena
0,neeni gita asa tuma
1,shufuroy haka
1,Asay  nena cayiiddi cinashay  gin worddo gaasa  shin hekko neeni  cinashshappe  kehakka 
0,Xoossi niyo attogo
1,bidinttay haka ne
1,kayisuwa malatasa nenika
1,Samay
0,Tassa tayenatto
0,Accitte ta ishato
0,Xossi imo
0,awude bane
0,qumma mosu
0,akitte
0,Saroyi Gido taishawu
1,bitay 
0,Xoosso naatussi akeekiyo wozanaa imma
1,Buuqeenay hagaa keena wodiya takkada mela soo yay
0,ubbaa iitay bochchoppo
1,diccoppa ha wooqawu
1,xorikoyi
0,saro saro
1,Xoossay oychcho nena
1,neeni  pattenna  asa gidiyogaa eras
1,Tumu cinashsha neni buqqayi
1,hekko neeni  cinashshappe  kehakka 
1,ne eeyya asa Kokay 
0,nu hayttaa kessadasa Aayyiya nena yelu taishawu
1,Qitiya biddoppa ane 
0,taishato Gifaatay inttena qoodoppo intte gifaataa qoodite 
1,doonaara xinqqaasa 
1,shufuroy cinashshappe  kehakka 
1,neeppe maataa miya miizzay keha
0,woossiyo keettaa biitte
0,Xoossi immo niyo ha yohuwa wotta yeggada yoota ane tayshawu 
0,neni Xoossi anjjido asa zaree kiyo niyo
1,ha kayisuwawu Yaagaappe haagaappe miishshaa balibakkada shiishshiyogaa aggiyakko keha niyo
1,Galbbay Hayqqida asappe kehennaagee nenkka haasayay 
0,dicca xoossay nena anjjidikka anjjo tayshawu neeni gita asa tuma
0,xossayi anjjo hagaa mala lo''iyaaba oottida ubbaa iitay bochchoppo
0,Wozanappe galatoos 
